Question,Answer,Source,Question_Swahili,Answer_Swahili,Question_Sheng,Answer_Sheng,Cleaned_Question,Cleaned_Answer
I am not receiving an OTP to sign up on Simpl. What should I do?,"If youâ€™re not receiving an OTP for Simpl signup, try the following:
Ensure you have network coverage.
Verify that your phone number is entered correctly.
Check for any issues with your mobile carrier. If the problem persists, contact Simpl customer support for help.",https://www.myntra.com/faqs,Sitapokea OTP ya kujiandikisha kwenye Simpl.Nifanye Nini?,"Ikiwa hautapokea OTP ya kujisajili rahisi, jaribu yafuatayo:
Hakikisha una chanjo ya mtandao.
Thibitisha kuwa nambari yako ya simu imeingizwa kwa usahihi.
Angalia maswala yoyote na mtoaji wako wa rununu.Ikiwa shida inaendelea, wasiliana na msaada wa wateja rahisi kwa msaada.",Sitapokea OTP ya kujiandikisha kwenye Simpl.Nifanye Nini?,"Ikiwa hautapokea OTP ya kujisajili rahisi, jaribu yafuatayo:
Hakikisha una chanjo ya mtandao.
Thibitisha kuwa nambari yako ya simu imeingizwa kwa usahihi.
Angalia maswala yoyote na mtoaji wako wa rununu.Ikiwa shida inaendelea, wasiliana na mtimeda wa wateja rahisi kwa mtimeda.",receiving otp sign simpl,youâ€™re receiving otp simpl signup try following ensure network coverage verify phone number entered correctly check issue mobile carrier problem persists contact simpl customer support help
My ï¬rst transaction is failing every time. What should I do?,"If your ï¬rst transaction keeps failing, it could be due to technical issues, insuï¬ƒcient funds, or eligibility. Here are a few steps you can take based on the payment method you are using:
For UPI:
a) Try using a different UPI app
b) Switch to a different bank account linked to UPI
c) Wait a few minutes and try again
For Cards:
a) Ensure the OTP entered is correct
b) Try using a different card
c) Wait a few minutes and try again
For Net Banking:
a) Double-check the OTP entered
b) Use a different bank for the payment
c) Wait a few minutes and try again.
If the issue persists, contact Simpl customer support for further assistance. Rest assured, if any amount has been debited from your account, it will be refunded within 3-7 working days.",https://www.myntra.com/faqs,Ununuzi wangu wa kwanza unashindwa kila wakati.Nifanye Nini?,"Ikiwa shughuli yako ya kwanza inaendelea kutofaulu, inaweza kuwa ni kwa sababu ya maswala ya kiufundi, fedha za insuï¬ƒ, au kustahiki.Hapa kuna hatua chache ambazo unaweza kuchukua kulingana na njia ya malipo unayotumia:
Kwa UPI:
a) Jaribu kutumia programu tofauti ya UPI
b) Badilika kwa akaunti tofauti ya benki iliyounganishwa na UPI
c) Subiri dakika chache na ujaribu tena
Kwa kadi:
a) Hakikisha OTP iliyoingizwa ni sawa
b) Jaribu kutumia kadi tofauti
c) Subiri dakika chache na ujaribu tena
Kwa benki ya wavu:
A) Angalia mara mbili OTP iliyoingia
b) Tumia benki tofauti kwa malipo
c) Subiri dakika chache na ujaribu tena.
Ikiwa suala linaendelea, wasiliana na msaada wa wateja rahisi kwa msaada zaidi.Hakikisha, ikiwa kiasi chochote kimejadiliwa kutoka kwa akaunti yako, itarejeshwa ndani ya siku 3-7 za kazi.",Ununuzi wangu wa kwanza unashindwa kila wakati.Nifanye Nini?,"Ikiwa shughuli yako ya kwanza inaendelea kutofaulu, inaweza kuwa ni kwa sababu ya maswala ya kiufundi, fedha za insuï¬ƒ, au kustahiki.Hapa kuna hatua chache ambazo unaeza kuchukua kulingana na njia ya malipo unayotumia:
Kwa UPI:
a) Jaribu kutumia programu tofauti ya UPI
b) Badilika kwa akaunti tofauti ya benki iliyounganishwa na UPI
c) Subiri dakika chache na ujaribu tena
Kwa kadi:
a) Hakikisha OTP iliyoingizwa ni poa
b) Jaribu kutumia kadi tofauti
c) Subiri dakika chache na ujaribu tena
Kwa benki ya wavu:
A) Angalia mara mbili OTP iliyoingia
b) Tumia benki tofauti kwa malipo
c) Subiri dakika chache na ujaribu tena.
Ikiwa suala linaendelea, wasiliana na mtimeda wa wateja rahisi kwa mtimeda zaidi.Hakikisha, ikiwa kiasi chochote kimejadiliwa kutoka kwa akaunti yako, itarejeshwa ndani ya day 3-7 za kazi.",ï¬rst transaction failing every time,ï¬rst transaction keep failing could due technical issue insuï¬ƒcient fund eligibility step take based payment method using upi try using different upi app b switch different bank account linked upi c wait minute try card ensure otp entered correct b try using different card c wait minute try net banking doublecheck otp entered b use different bank payment c wait minute try issue persists contact simpl customer support assistance rest assured amount debited account refunded within 37 working day
I havenâ€™t placed any order using Simpl Pay in 3 but received a message about it. What should I do?,"If you receive a message about a transaction you didnâ€™t make, please report it immediately to Simpl customer support to investigate any unauthorized activity on your account. You can reach our customer support team in two ways:
Chatbot : Access our chatbot for quick assistance
Email : Contact us directly at help@getsimpl.com for support.",https://www.myntra.com/faqs,Sijaweka agizo lolote kwa kutumia rahisi kulipwa kwa 3 lakini nimepokea ujumbe juu yake.Nifanye Nini?,"Ikiwa utapokea ujumbe kuhusu shughuli ambayo haukufanya, tafadhali iripoti mara moja kwa msaada wa wateja ili kuchunguza shughuli yoyote isiyoidhinishwa kwenye akaunti yako.Unaweza kufikia timu yetu ya msaada wa wateja kwa njia mbili:
Chatbot: Fikia chatbot yetu kwa msaada wa haraka
Barua pepe: Wasiliana nasi moja kwa moja kwa msaada@getsimpl.com kwa msaada.",Sijaweka agizo lolote kwa kutumia rahisi kulipwa kwa 3 lakini nimepokea ujumbe juu yake.Nifanye Nini?,"Ikiwa utapokea ujumbe kuhusu shughuli ambayo haukufanya, tafadhali iripoti mara moja kwa mtimeda wa wateja ili kuchunguza shughuli yoyote isiyoidhinishwa kwenye akaunti yako.Unaweza kufikia timu yetu ya mtimeda wa wateja kwa njia mbili:
Chatbot: Fikia chatbot yetu kwa mtimeda wa haraka
Barua pepe: Wasiliana nasi moja kwa moja kwa mtimeda@getsimpl.com kwa mtimeda.",havenâ€™t placed order using simpl pay 3 received message,receive message transaction didnâ€™t make please report immediately simpl customer support investigate unauthorized activity account reach customer support team two way chatbot access chatbot quick assistance email contact u directly helpgetsimplcom support
What is Supercoin?,Supercoin is a reward point that can be used to redeem exciting rewards based on the terms & conditions provided by Myntra.,https://www.myntra.com/faqs,Supercoin ni nini?,Supercoin ni hatua ya malipo ambayo inaweza kutumika kukomboa thawabu za kufurahisha kulingana na masharti na masharti yaliyotolewa na Myntra.,Supercoin ni nini?,Supercoin ni hatua ya malipo ambayo inaweza kutumika kukomboa thawabu za kufurahisha kulingana na masharti na masharti yaliyotolewa na Myntra.,supercoin,supercoin reward point used redeem exciting reward based term condition provided myntra
How can I earn Supercoin on Myntra?,"In order to earn Supercoins on Myntra, You are required to place an order on the Myntra platform.",https://www.myntra.com/faqs,Ninawezaje kupata supercoin kwenye myntra?,"Ili kupata Supercoins kwenye Myntra, unahitajika kuweka agizo kwenye jukwaa la Myntra.",Ninawezaje kupata supercoin kwenye myntra?,"Ili kupata Supercoins kwenye Myntra, unahitajika kuweka agizo kwenye jukwaa la Myntra.",earn supercoin myntra,order earn supercoins myntra required place order myntra platform
What is the expiry duration for Super coins?,SuperCoins will expire after 1 year from the date on which they were credited to a user's account unless specified otherwise. Expiry period of SuperCoins only starts once these are credited into a user's account.,https://www.myntra.com/faqs,Je! Ni muda gani wa kumalizika kwa sarafu bora?,Supercoins itaisha baada ya mwaka 1 tangu tarehe ambayo walipewa akaunti ya mtumiaji isipokuwa ilivyoainishwa vingine.Kipindi cha kumalizika kwa supercoins huanza tu mara hizi zinapotambuliwa katika akaunti ya mtumiaji.,Je! Ni muda gani wa kumalizika kwa sarafu bora?,Supercoins itaisha baada ya mwaka 1 tangu tarehe ambayo walipewa akaunti ya mtumiaji isipokuwa ilivyoainishwa vingine.Kipindi cha kumalizika kwa supercoins huanza tu mara hizi zinapotambuliwa katika akaunti ya mtumiaji.,expiry duration super coin,supercoins expire 1 year date credited user account unless specified otherwise expiry period supercoins start credited user account
How many Supercoins can I utilize while purchasing the product on the Myntra platform?,"The Supercoin utilization depends on your insider tier below-mentioned -
10% Of Order Value (Select)
15% Of Order Value (Elite)
20% Of Order Value(Icon)
You can use a maximum of 700 supercoins per month. Please note the maximum Supercoin limit gets refreshed periodically.",https://www.myntra.com/faqs,Je! Ninaweza kutumia supercoins ngapi wakati wa kununua bidhaa kwenye jukwaa la Myntra?,"Matumizi ya supercoin inategemea tier yako ya ndani chini -iliyotajwa -
10% ya Thamani ya Agizo (Chagua)
15% ya thamani ya agizo (wasomi)
20% ya thamani ya agizo (ikoni)
Unaweza kutumia kiwango cha juu cha supercoins 700 kwa mwezi.Tafadhali kumbuka kiwango cha juu cha supercoin huburudishwa mara kwa mara.",Je! Ninaweza kutumia supercoins ngapi wakati wa kununua bidhaa kwenye jukwaa la Myntra?,"Matumizi ya supercoin inategemea tier yako ya ndani chini -iliyotajwa -
10% ya Thamani ya Agizo (Chagua)
15% ya thamani ya agizo (wasomi)
20% ya thamani ya agizo (ikoni)
Unaweza kutumia kiwango cha juu cha supercoins 700 kwa mwezi.Tafadhali kumbuka kiwango cha juu cha supercoin huburudishwa mara kwa mara.",many supercoins utilize purchasing product myntra platform,supercoin utilization depends insider tier belowmentioned 10 order value select 15 order value elite 20 order valueicon use maximum 700 supercoins per month please note maximum supercoin limit get refreshed periodically
Why donâ€™t I see Supercoins for purchases made on Myntra?,"Myntra has discontinued the issuance of SuperCoins starting 14th February. In place of SuperCoins, we have introduced exclusive direct discounts for Insiders, available through a special sale on the 28th of each month.",https://www.myntra.com/faqs,Je! Kwa nini sioni supercoins kwa ununuzi uliotengenezwa kwenye myntra?,"Myntra ameacha utoaji wa Supercoins kuanzia 14 Februari.Badala ya Supercoins, tumeanzisha punguzo la moja kwa moja la moja kwa moja kwa wa ndani, linalopatikana kupitia uuzaji maalum mnamo tarehe 28 ya kila mwezi.",Je! Kwa nini sioni supercoins kwa ununuzi uliotengenezwa kwenye myntra?,"Myntra ameacha utoaji wa Supercoins kuanzia 14 Februari.Badala ya Supercoins, tumeanzisha punguzo la moja kwa moja la moja kwa moja kwa wa ndani, linalopatikana kupitia uuzaji maalum mnamo tarehe 28 ya kila mwezi.",donâ€™t see supercoins purchase made myntra,myntra discontinued issuance supercoins starting 14th february place supercoins introduced exclusive direct discount insider available special sale 28th month
Why has Myntra changed the Supercoin construct?,"Weâ€™ve made this change to simplify and enhance your rewards experience. Instead of issuing Supercoins, weâ€™re hosting Insider Day, exclusively for Myntra Insiders on the 28th of every month. This new approach eliminates the complexity of tracking and redeeming coins, providing you with direct, valuable benefits every month.",https://www.myntra.com/faqs,Kwa nini myntra amebadilisha ujenzi wa supercoin?,"Tunafanya mabadiliko haya ili kurahisisha na kuongeza uzoefu wako wa tuzo.Badala ya kutoa supercoins, tunakaribisha siku ya ndani, tu kwa waingie ndani ya Myntra tarehe 28 ya kila mwezi.Njia hii mpya huondoa ugumu wa kufuatilia na kukomboa sarafu, kukupa faida za moja kwa moja, muhimu kila mwezi.",Kwa nini myntra amebadilisha ujenzi wa supercoin?,"Tunafanya mabadiliko haya ili kurahisisha na kuongeza uzoefu wako wa tuzo.Badala ya kutoa supercoins, tunakaribisha day ya ndani, tu kwa waingie ndani ya Myntra tarehe 28 ya kila mwezi.Njia hii mpya huondoa ugumu wa kufuatilia na kukomboa sarafu, kukupa faida za moja kwa moja, muhimu kila mwezi.",myntra changed supercoin construct,weâ€™ve made change simplify enhance reward experience instead issuing supercoins weâ€™re hosting insider day exclusively myntra insider 28th every month new approach eliminates complexity tracking redeeming coin providing direct valuable benefit every month
I had the option to redeem Supercoins for orders. Why is this option no longer available?,"The introduction of Monthly Insider Day, which will provide higher and exclusive price benefits to Insiders, has replaced SuperCoins. You can continue to avail the following redemption options with your existing SuperCoins:
Brand vouchers
Gift cards on Myntra
Redemption on Flipkart and Cleartrip
Please note that these redemption options are available until 31st July 2025.",https://www.myntra.com/faqs,Nilikuwa na chaguo la kukomboa supercoins kwa maagizo.Kwa nini chaguo hili halipatikani tena?,,Nilikuwa na chaguo la kukomboa supercoins kwa maagizo.Kwa nini chaguo hili halipatikani tena?,,option redeem supercoins order option longer available,introduction monthly insider day provide higher exclusive price benefit insider replaced supercoins continue avail following redemption option existing supercoins brand voucher gift card myntra redemption flipkart cleartrip please note redemption option available 31st july 2025
Why am I losing the monetary benefit of redeeming SuperCoins for orders?,"We are constantly looking to enhance the customer experience on Myntra. Towards this, we want you to enjoy the hassle-free benefits of Insider Day which obviates the need for keeping track of your SuperCoins. With Insider Day weâ€™re introducing new benefits, such as exclusive discounts ranging from 5% to 15% with a maximum discount of Rs. 500 as part of Insider Day deals. We believe these changes provide more seamless, meaningful, and impactful rewards",https://www.myntra.com/faqs,Je! Kwa nini ninapoteza faida ya kifedha ya kukomboa supercoins kwa maagizo?,,Je! Kwa nini ninapoteza faida ya kifedha ya kukomboa supercoins kwa maagizo?,,losing monetary benefit redeeming supercoins order,constantly looking enhance customer experience myntra towards want enjoy hasslefree benefit insider day obviates need keeping track supercoins insider day weâ€™re introducing new benefit exclusive discount ranging 5 15 maximum discount r 500 part insider day deal believe change provide seamless meaningful impactful reward
How can I redeem my remaining SuperCoins?,You can use your SuperCoins to redeem brand vouchers and gift cards available on the Myntra platform. These options will remain accessible until 31st July 2025.,https://www.myntra.com/faqs,Ninawezaje kukomboa supercoins yangu iliyobaki?,Unaweza kutumia Supercoins yako kukomboa vocha za chapa na kadi za zawadi zinazopatikana kwenye jukwaa la Myntra.Chaguzi hizi zitabaki kupatikana hadi 31 Julai 2025.,Ninawezaje kukomboa supercoins yangu iliyobaki?,Unaweza kutumia Supercoins yako kukomboa vocha za chapa na kadi za zawadi zinazopatikana kwenye jukwaa la Myntra.Chaguzi hizi zitabaki kupatikana hadi 31 Julai 2025.,redeem remaining supercoins,use supercoins redeem brand voucher gift card available myntra platform option remain accessible 31st july 2025
